,id,name,brand,dateUpdated,prices.amountMax,prices.amountMin
0,AVpfEf_hLJeJML431ueH,Naturalizer Danya Women N/S Open Toe Synthetic Silver Sandals,Naturalizer,2018-01-29 04:38:43+00:00,55.99,55.99
1,AVpi74XfLJeJML43qZAc,MUK LUKS Womens Jane Suede Moccasin,MUK LUKS,2018-01-03 05:21:54+00:00,47.0,35.25
2,AVpi74XfLJeJML43qZAc,MUK LUKS Womens Jane Suede Moccasin,MUK LUKS,2018-01-03 05:21:54+00:00,35.25,35.25
3,AVpjXyCc1cnluZ0-V-Gj,MUK LUKS Womens Dawn Suede Scuff Slipper,MUK LUKS,2018-01-04 11:52:35+00:00,24.75,24.75
4,AVphGKLPilAPnD_x1Nrm,MUK LUKS Womens Dawn Suede Scuff Slipper,MUK LUKS,2018-01-18 03:55:18+00:00,33.0,30.39
5,AVpg91ziilAPnD_xziOo,Women's MUK LUKS® Soft Ones Sock Money Slippers,Soft Ones,2018-10-23 21:26:11+00:00,14.0,7.9
6,AVpjGKXyLJeJML43r8BH,Women's MUK LUKS® Faux Suede Clogs,MUK LUKS,2018-10-15 15:50:13+00:00,24.0,12.79
7,AVpjGKXyLJeJML43r8BH,Women's MUK LUKS® Faux Suede Clogs,MUK LUKS,2018-10-15 15:50:13+00:00,24.0,12.79
8,AVpfLXyhilAPnD_xWmNc,MUK LUKS Women's Malena Boot,MUK LUKS,2018-01-03 05:22:07+00:00,59.0,39.88
9,AVpfeWdJ1cnluZ0-lXYU,MUK LUKS Women's Malena Boot,MUK LUKS,2018-01-30 06:18:34+00:00,59.0,47.99
10,AVpfeWdJ1cnluZ0-lXYU,MUK LUKS Women's Malena Boot,MUK LUKS,2018-01-30 06:18:34+00:00,59.0,36.99
11,AVpf38PKLJeJML43FRwO,MUK LUKS Women's Hayden Boot,MUK LUKS,2018-01-23 04:13:40+00:00,95.0,62.8
12,AVph9abqilAPnD_x_Nrp,MUK LUKS Women's Demi Boot,MUK LUKS,2018-01-04 11:52:59+00:00,68.0,41.27
13,AVph9abqilAPnD_x_Nrp,MUK LUKS Women's Demi Boot,MUK LUKS,2018-01-04 11:52:59+00:00,68.0,44.88
14,AVpgNGD6ilAPnD_xpAke,MUK LUKS Women's Nikki Boot,MUK LUKS,2018-01-04 08:03:19+00:00,69.0,44.88
15,AVpgBzl41cnluZ0-vSQf,MUK LUKS Women's Elle Wedge Sandals,MUK LUKS,2018-01-28 10:16:47+00:00,50.0,28.91
16,AVpgBzl41cnluZ0-vSQf,MUK LUKS Women's Elle Wedge Sandals,MUK LUKS,2018-01-28 10:16:47+00:00,50.0,29.91
17,AVpgBzl41cnluZ0-vSQf,MUK LUKS Women's Elle Wedge Sandals,MUK LUKS,2018-01-28 10:16:47+00:00,50.0,22.53
18,AVpivUm2ilAPnD_xHGfN,MUK LUKS Women's Patti Boots,MUK LUKS,2018-01-28 10:52:04+00:00,57.0,57.0
19,AVpivUm2ilAPnD_xHGfN,MUK LUKS Women's Patti Boots,MUK LUKS,2018-01-28 10:52:04+00:00,59.0,42.88
20,AV_NPBzfHh53nbDRAFPa,MUK LUKS Chrystal Women's Sandals,muk luks,2018-01-09 21:18:52+00:00,36.0,25.49
21,AVpfGWT3ilAPnD_xU7MQ,Sloggers Women's Outfitters Premium Garden Clog,Sloggers,2018-06-05 22:29:16+00:00,32.44,32.44
22,AVphXIhELJeJML43Z-74,Dr. Scholl's Women's Freestyle,Dr. Scholl's,2018-01-04 11:52:59+00:00,32.98,32.98
23,AVphX0ZbLJeJML43aHNG,Genuine Dickies Womens' Real Suede Clog,Genuine Dickies,2018-01-04 08:02:27+00:00,19.97,13.88
24,AVpjDTKT1cnluZ0-TF44,Mo Mo Women's Cami Studded Thong Sandal,Mo Mo,2018-01-04 08:03:26+00:00,24.0,13.88
25,AVphf6M51cnluZ0-DNIG,MOMO Women's Low Heel Lace Up Bootie,Mo Mo,2018-01-03 05:21:54+00:00,24.0,24.0
26,AVpfk-Q81cnluZ0-nUsT,Mo Mo Women's Outlander Heeled Hiker Boot,Mo Mo,2018-01-03 05:21:54+00:00,36.0,28.4
27,AV-ncxniKZqtpbFMS0GX,Skechers Women's Skech-Air Lingle Black Memory Foam Slip Resistant Sneaker Shoes,SKECHERS,2018-04-21 12:44:31+00:00,85.0,85.0
28,AV-ncxniKZqtpbFMS0GX,Skechers Women's Skech-Air Lingle Black Memory Foam Slip Resistant Sneaker Shoes,SKECHERS,2018-04-21 12:44:31+00:00,85.0,85.0
29,AV14CA98vKc47QAVnx6N,76580 W Wide Width Black Skechers Shoe New Women Work Memory Foam Slip Resistant 76580EWBLK,SKECHERS,2018-04-21 12:44:03+00:00,75.0,75.0
30,AV-KM264uC1rwyj_gSfJ,Skechers 38562BLK Women's RUMBLERS - HOTSHOT Sandal Shoes,SKECHERS,2018-04-21 12:44:41+00:00,49.99,44.99
31,AV-KM264uC1rwyj_gSfJ,Skechers 38562BLK Women's RUMBLERS - HOTSHOT Sandal Shoes,SKECHERS,2018-04-21 12:44:41+00:00,49.99,49.99
32,AV-KM264uC1rwyj_gSfJ,Skechers 38562BLK Women's RUMBLERS - HOTSHOT Sandal Shoes,SKECHERS,2018-04-21 12:44:41+00:00,49.99,49.99
33,AV_EeG8jKZqtpbFMTSuy,"Women's Skechers, Relaxed Fit Bikers Londoner Ankle Boots",SKECHERS,2018-04-21 12:44:03+00:00,74.99,74.99
34,AV_EeG8jKZqtpbFMTSuy,"Women's Skechers, Relaxed Fit Bikers Londoner Ankle Boots",SKECHERS,2018-04-21 12:44:03+00:00,74.99,74.99
35,AV_EeG8jKZqtpbFMTSuy,"Women's Skechers, Relaxed Fit Bikers Londoner Ankle Boots",SKECHERS,2018-04-21 12:44:03+00:00,74.99,74.99
36,AV_EeG8jKZqtpbFMTSuy,"Women's Skechers, Relaxed Fit Bikers Londoner Ankle Boots",SKECHERS,2018-04-21 12:44:03+00:00,74.99,74.99
37,AV_EeG8jKZqtpbFMTSuy,"Women's Skechers, Relaxed Fit Bikers Londoner Ankle Boots",SKECHERS,2018-04-21 12:44:03+00:00,74.99,74.99
38,AV_EeG8jKZqtpbFMTSuy,"Women's Skechers, Relaxed Fit Bikers Londoner Ankle Boots",SKECHERS,2018-04-21 12:44:03+00:00,74.99,74.99
39,AV_EeG8jKZqtpbFMTSuy,"Women's Skechers, Relaxed Fit Bikers Londoner Ankle Boots",SKECHERS,2018-04-21 12:44:03+00:00,74.99,74.99
40,AV_EeG8jKZqtpbFMTSuy,"Women's Skechers, Relaxed Fit Bikers Londoner Ankle Boots",SKECHERS,2018-04-21 12:44:03+00:00,74.99,74.99
41,AV_EeG8jKZqtpbFMTSuy,"Women's Skechers, Relaxed Fit Bikers Londoner Ankle Boots",SKECHERS,2018-04-21 12:44:03+00:00,74.99,74.99
42,AV_EeG8jKZqtpbFMTSuy,"Women's Skechers, Relaxed Fit Bikers Londoner Ankle Boots",SKECHERS,2018-04-21 12:44:03+00:00,74.99,74.99
43,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
44,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
45,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,59.99
46,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
47,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
48,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
49,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
50,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
51,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
52,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
53,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
54,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
55,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
56,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
57,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,59.99
58,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
59,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
60,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
61,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
62,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
63,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,51.99
64,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
65,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,59.99
66,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,59.99
67,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
68,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
69,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
70,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
71,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,38.99
72,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
73,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
74,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
75,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,59.99
76,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
77,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
78,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
79,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
80,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
81,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
82,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
83,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,51.99
84,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
85,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
86,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
87,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,38.99
88,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
89,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
90,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
91,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
92,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,59.99
93,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,45.49
94,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
95,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
96,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
97,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,59.99
98,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
99,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
100,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
101,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,48.74
102,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
103,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
104,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
105,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,45.49
106,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,49.99
107,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,59.99
108,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,64.99
109,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
110,AV2cVsE7vKc47QAVpJKS,Skechers Women's Flex Appeal 2.0 - Insights - Wide Casual Shoe,SKECHERS,2018-04-21 12:43:25+00:00,64.99,54.99
111,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,48.99
112,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,48.99
113,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,69.99
114,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,48.99
115,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,69.99
116,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,59.99
117,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,59.99
118,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,69.99
119,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,59.99
120,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,69.99
121,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,69.99
122,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,69.99
123,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,48.99
124,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,59.99
125,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,59.99
126,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,59.99
127,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,59.99
128,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,48.99
129,AV-nbkfLHh53nbDR_Uxo,12831 White Black Skechers Shoe Memory Foam Women Slip On Comfort Walk Soft Mesh 12831WBK,SKECHERS,2018-04-21 12:43:24+00:00,69.99,48.99
130,AWDXWRLjuC1rwyj_lXHA,LC Lauren Conrad Women's Cutout Ankle Boots,lc lauren conrad,2018-01-09 05:50:13+00:00,59.99,39.99
131,AVphuQmk1cnluZ0-FqyR,Forever Young Women's Classic Short Rain Boot,FOREVER YOUNG,2018-01-30 06:07:43+00:00,45.99,45.99
132,AVpfWLtyilAPnD_xaGle,Time and Tru Women's Basic Ballet Flat,Unbranded,2018-06-05 22:28:50+00:00,5.87,4.88
133,AVphQm0-ilAPnD_x3RCO,Women's Essential Light Weight Athletic Shoe,Unbranded,2018-04-07 06:04:12+00:00,9.62,9.62
134,AVpe_2h81cnluZ0-boAU,Faded Glory Women's Printed Twin Gore Canvas Shoe,Faded Glory,2018-01-30 02:18:52+00:00,12.44,7.88
135,AVpe9ZxsilAPnD_xRzci,Faded Glory Women's  Walk Moccasin Shoe,Faded Glory,2018-01-28 09:01:21+00:00,16.97,16.97
136,AVpgOcmuilAPnD_xpVft,Women's Essential Ballet Flat,Unbranded,2018-01-28 09:01:15+00:00,5.87,4.96
137,AVpe56NT1cnluZ0-Zey_,Faded Glory Women's Zipper Boot,Faded Glory,2018-01-03 05:22:08+00:00,19.97,14.88
138,AWDG2vWPYSSHbkXwuNeF,Qupid Ardor Women's Wedge Sandals,qupid,2018-02-11 05:05:02+00:00,64.99,49.99
139,AWDG3cnAHh53nbDREAYH,Qupid Varsity Women's High Heel Ankle Boots,qupid,2018-01-18 04:21:36+00:00,54.99,54.99
140,AWBERSh0YSSHbkXwshNT,Qupid Archer Women's Sandals,qupid,2018-01-06 08:01:39+00:00,42.99,29.74
141,AV_X2nFHHh53nbDRAYfX,Olivia Miller Lenox Women's Knee High Boots,olivia miller,2018-02-01 07:33:39+00:00,84.99,59.49
142,AVph34uzilAPnD_x-STz,Victoria K. Women's Fashion Chain Link Strap Sandal,Victoria K.,2018-01-30 06:16:48+00:00,15.88,15.88
143,AV-nbLQOHh53nbDR_Ugl,Keds Women's Glimmer Lurex Canvas Fashion Sneaker,Keds,2018-01-28 10:20:57+00:00,49.99,49.99
144,AV_HAsJHHh53nbDR_7AF,Women's Herstar North Carolina Tar Heels Rhinestone Pump High Heels,herstar,2018-02-01 07:33:09+00:00,130.0,130.0
145,AV_HAsJHHh53nbDR_7AF,Women's Herstar North Carolina Tar Heels Rhinestone Pump High Heels,herstar,2018-02-01 07:33:09+00:00,130.0,97.5
146,AVpfwdpXilAPnD_xhtaX,Earth Spirit Women's Andi Sandal,Earth Spirit,2018-01-05 06:15:36+00:00,19.82,12.94
147,AVpgjXbkilAPnD_xuCc8,Earth Spirit Women's Rubi Sandal,Earth Spirit,2018-06-05 22:27:53+00:00,19.82,19.82
148,AVpe_gumilAPnD_xSjIb,Women's Open Toe High Heel Metallic Ankle Strap Sandals,Unique Bargains,2018-05-29 02:20:14+00:00,29.75,29.75
149,AWDG0nOkuC1rwyj_lPOj,LifeStride Georgette Women's Ankle Boots,lifestride,2018-01-09 21:18:20+00:00,69.99,69.99
150,AWENYGmcHh53nbDREgGO,NaturalSoul by naturalizer Ronnie Women's Wedge Sandals,naturalsoul by naturalizer,2018-01-21 05:28:40+00:00,69.99,69.99
151,AVph3mXu1cnluZ0-HT3k,Women's Lugz Drifter LX Boot,Lugz,2018-06-05 22:28:42+00:00,70.0,70.0
152,AVph3mXu1cnluZ0-HT3k,Women's Lugz Drifter LX Boot,Lugz,2018-06-05 22:28:42+00:00,69.99,69.99
153,AVph3mXu1cnluZ0-HT3k,Women's Lugz Drifter LX Boot,Lugz,2018-06-05 22:28:42+00:00,70.0,70.0
154,AVph3mXu1cnluZ0-HT3k,Women's Lugz Drifter LX Boot,Lugz,2018-06-05 22:28:42+00:00,69.99,69.99
155,AWBESt3guC1rwyj_jjZF,Lugz Shifter 6 CX Women's Metallic Ankle Boots,lugz,2018-01-11 01:19:22+00:00,84.99,84.99
156,AV_KzLOMuC1rwyj_hPU9,Style Charles by Charles David Radius Women's High Heel Sandals,style charles by charles david,2018-01-10 19:53:28+00:00,89.0,69.99
157,AV_KzLOMuC1rwyj_hPU9,Style Charles by Charles David Radius Women's High Heel Sandals,style charles by charles david,2018-01-10 19:53:28+00:00,89.0,89.0
158,AV_X3n74YSSHbkXwqnCS,Style Charles by Charles David Adi Women's Wedge Sandals,style charles by charles david,2018-01-09 20:40:33+00:00,89.0,89.0
159,AWCRdlVXHh53nbDRDUro,NYLA Bessie Women's Chunky-Heel Sandals,nyla,2018-02-01 07:33:09+00:00,69.95,69.95
160,AVpfmz_71cnluZ0-n4iA,Daniel Green Adel,Daniel Green,2018-01-20 03:35:56+00:00,35.0,35.0
161,AWDG0cpmHh53nbDREARo,Corkys Wahoo Women's High Heels,corkys,2018-01-19 08:31:54+00:00,69.99,69.99
162,AVphqVhoLJeJML43dZ2a,Faded Glory Women's Casual Lace-up Canvas Sneaker,Faded Glory,2018-01-28 10:21:12+00:00,8.97,8.97
